subjekt,cena,status,ic
Vězeňská služba České,10000.0,,
DEIMOS s.r.o.,10000.0,,
"ZAKO TURČÍN, spol. s r.o.",10000.0,,
Středočeská vědecká knihovna,10000.0,,
Město HODONÍN,10000.0,,
INELSEV s.r.o.,10000.0,,
Wera Werk s.r.o.,10000.0,,
Carrier Refrigeration Operatio,10000.0,,
ČR - Generální finanční ředite,9750.0,,
SOR Libchavy spol. s r.o.,9667.0,,
Zdravotní ústav se sídlem v Ús,9625.0,,
Masák & Partner s.r.o.,9500.0,,
Cegelec a.s.,9500.0,,
"Demag Cranes & Components, spo",9500.0,,
ATICO s.r.o.,9500.0,,
Město Česká Třebová,9500.0,,
SIGNALBAU a.s.,9500.0,,
Cembrit a.s.,9500.0,,
Báňské projekty Teplice a.s.,9500.0,,
ČZ a.s.,9500.0,,
AWT Rekultivace a.s.,9500.0,,
RISCON s.r.o.,9500.0,,
"Střední škola polytechnická,",9500.0,,
SEASPOL s.r.o.,9500.0,,
"OKK Koksovny, a.s.",9500.0,,
2VV s.r.o.,9500.0,,
Šmeral Brno a.s.,9500.0,,
CENTROPROJEKT GROUP a.s.,9500.0,,
Daikin Industries Czech Republ,9500.0,,
STATUTÁRNÍ MĚSTO KARVINÁ,9500.0,,
BKH s.r.o.,9500.0,,
EKOSPOL a.s.,9500.0,,
Kovoprojekta Brno a.s.,9500.0,,
Plzeňské městské dopravní,9500.0,,
"Moravské kovárny, a.s.",9500.0,,
Město Pelhřimov,9500.0,,
PERMON s.r.o.,9500.0,,
TS a.s.,9500.0,,
PIK s.r.o.,9500.0,,
HYDROTECH s.r.o.,9500.0,,
"DSD-Dostál, a.s.",9500.0,,
Královéhradecký kraj,9500.0,,
"VEBA, textilní závody a.s.",9500.0,,
ZAM - SERVIS s.r.o.,9500.0,,
Správa a údržba silnic,9500.0,,
ATAS elektromotory Náchod a.s.,9500.0,,
"ATG, s.r.o.",9342.0,,
"KAPPENBERGER + BRAUN,",9250.0,,
HB REAVIS MANAGEMENT CZ spol.,9000.0,,
Saint-Gobain Construction,9000.0,,
"GZ Media, a.s.",9000.0,,
Glanzstoff - Bohemia s.r.o.,9000.0,,
"Phoenix-Zeppelin, spol. s r.o.",9000.0,,
BD SENSORS s.r.o.,9000.0,,
Vishay Electronic spol. s r.o.,9000.0,,
"Komerční banka, a.s.",9000.0,,
"G U A R D 7, v.o.s.",9000.0,,
"COLORLAK, a.s.",9000.0,,
AMTEK PRECISION ENGINEERING CZ,9000.0,,
"ČEZ Energetické produkty,",9000.0,,
SAINT-GOBAIN PAM CZ s.r.o.,9000.0,,
KASPER  KOVO  s.r.o.,9000.0,,
ATELIER PENTA v.o.s.,9000.0,,
Haas Profile s.r.o.,9000.0,,
Československý Lloyd spol.s r.,9000.0,,
"TENZA, a.s.",9000.0,,
"DEKONTA, a.s.",9000.0,,
"Hanácké železárny a pérovny, a",9000.0,,
"CS CABOT, spol. s r.o.",9000.0,,
Vyšší odborná škola a Střední,9000.0,,
INDBau spol. s r.o.,9000.0,,
Město Trutnov,9000.0,,
"ZEZ SILKO, s.r.o.",9000.0,,
ADM Prague s.r.o.,9000.0,,
HAMPR a.s.,9000.0,,
Město Litoměřice,9000.0,,
TMT spol.s.r.o. Chrudim,8956.0,,
Výzkumný ústav bezpečnosti,8500.0,,
"BESTEX, spol. s r.o.",8500.0,,
"První brněnská strojírna, a.s.",8500.0,,
Philip Morris ČR a.s.,8500.0,,
KPS Metal a.s.,8500.0,,
3AE s.r.o.,8500.0,,
Energie - stavební a báňská,8500.0,,
"Slévárna Kuřim, a.s.",8500.0,,
DEL a.s.,8500.0,,
Saft Ferak a.s.,8500.0,,
"EUROGEMA CZ, a.s.",8500.0,,
"Povodí Odry, státní podnik",8500.0,,
ZVU Servis a.s.,8500.0,,
Střední odborná škola elektrot,8500.0,,
"OK Třebestovice, a.s.",8500.0,,
"LICHNA TRADE CZ, s.r.o.",8500.0,,
"befra electronic, s.r.o.",8500.0,,
Vyšší odborná škola stavební,8500.0,,
"Ostravské komunikace, a.s.",8500.0,,
Střední průmyslová škola Třebí,8500.0,,
"POLL,s.r.o.",8500.0,,
"APT, spol. s r.o.",8500.0,,
Mondi Bupak s.r.o.,8500.0,,
"SAKO Brno, a.s.",8500.0,,
RETOS VARNSDORF s.r.o.,8500.0,,
Elektroline a.s.,8500.0,,
Cooper-Standard Automotive Čes,8500.0,,
"BOCHEMIE, a.s.",8500.0,,
"OTK GROUP, a.s.",8253.0,,
Robert Bosch spol. s r.o.,8250.0,,
"Hayes Lemmerz Czech, s.r.o.",8250.0,,
Preciosa a. s.,8215.0,,
"Air Liquide CZ, s.r.o.",8000.0,,
Město Bohumín,8000.0,,
RECTICEL Interiors CZ s.r.o.,8000.0,,
SIAL architekti a inženýři spo,8000.0,,
Hirschmann Czech s.r.o.,8000.0,,
"Pipelife Czech, s.r.o.",8000.0,,
Akademie múzických umění v Pra,8000.0,,
Krajská hygienická stanice,8000.0,,
Zlínský kraj,8000.0,,
CMS s.r.o.,8000.0,,
"EGC EnerGoConsult ČB, s.r.o.",8000.0,,
"Raja - Moravia, spol. s r.o.",8000.0,,
Správa a údržba silnic Jihomor,8000.0,,
Moravskoslezský kraj,8000.0,,
Krnovské opravny a strojírny,8000.0,,
Město Strakonice,8000.0,,
Efaflex-CZ s.r.o.,8000.0,,
"Vodovody a kanalizace Vsetín,",8000.0,,
"Edwards, s.r.o.",8000.0,,
Střední odborná škola požární,8000.0,,
ExPlan s.r.o.,8000.0,,
"SGS Czech Republic, s.r.o.",8000.0,,
"Vodovody a kanalizace Náchod,",8000.0,,
MSV elektronika s.r.o.,8000.0,,
LABTECH s.r.o.,8000.0,,
"E.ON Distribuce, a.s.",8000.0,,
"HAAS + SOHN Rukov, s.r.o.",8000.0,,
HENNLICH s.r.o.,8000.0,,
"GANAS, spol. s r.o.",8000.0,,
"SYNTHESIA, a.s.",8000.0,,
"KIEKERT-CS, s.r.o.",8000.0,,
Coca-Cola HBC Česká,8000.0,,
"VOP CZ, s.p.",8000.0,,
"KOVO - NEREZ, s.r.o.",8000.0,,
GEOSAN GROUP a.s.,8000.0,,
BMTI ČR s.r.o.,8000.0,,
UNIPROJEKTA s.r.o.,8000.0,,
ČSAD Havířov a.s.,8000.0,,
VKV Praha s.r.o.,8000.0,,
"Panasonic AVC Networks Czech,",8000.0,,
DIOSS NÝŘANY a.s.,8000.0,,
"PMS, spol. s r.o.",8000.0,,
"POZEMNÍ STAVBY Jihlava,",8000.0,,
3EC International a.s.,8000.0,,
"Pražské služby,a.s.",8000.0,,
"FREYSSINET CS, a.s.",8000.0,,
"UNICON, spol. s r.o.",8000.0,,
Farmet a.s.,8000.0,,
AŽD Praha s r.o.,8000.0,,
BRANO a.s.,8000.0,,
F.X. MEILLER Slaný s.r.o.,8000.0,,
"""STROS-Sedlčanské strojírny a.",8000.0,,
Statutární město Plzeň,8000.0,,
Huntsman,8000.0,,
UCHYTIL s.r.o.,8000.0,,
Krajské ředitelství policie Ji,8000.0,,
"ENCO group,s.r.o.",8000.0,,
NATE - nápojová technika a.s.,8000.0,,
Autoneum CZ s.r.o.,8000.0,,
"INTE, s.r.o.",8000.0,,
"HESCO, s.r.o.",8000.0,,
"Emerson Process Management, s.",7896.0,,
Kooperativa,7854.0,,
"PBS ENERGO, a.s.",7698.0,,
Harding Safety Czech s.r.o.,7590.0,,
MAGNETON a.s.,7535.0,,
I3 Consultants s.r.o.,7522.0,,
"UNITHERM, s.r.o.",7500.0,,
TC INTER - INFORMATICS a.s.,7500.0,,
"B-Projekting, spol. s r.o.",7500.0,,
Boltjes International spol. s,7500.0,,
MESIT přístroje s.r.o.,7500.0,,
EATON Industries s.r.o.,7500.0,,
ISOPLUS-EOP s.r.o.,7500.0,,
TAROS NOVA  s.r.o.,7500.0,,
IAC Group s.r.o.,7500.0,,
Podzimek a synové s.r.o.,7500.0,,
"VČE - montáže, a.s.",7500.0,,
MĚSTO BŘECLAV,7500.0,,
"Arch.Desing,s.r.o.",7500.0,,
Biocel Paskov a.s.,7500.0,,
VISIMPEX a.s.,7500.0,,
"OLZA, spol. s r.o.",7500.0,,
OBEC VELKÉ POPOVICE,7500.0,,
"OLTERM & TD Olomouc, a.s.",7500.0,,
"ALPLA, spol. s r.o.",7500.0,,
"ATPS, s.r.o.",7500.0,,
"MPOWER Engineering, a.s.",7500.0,,
"TEPVOS, spol. s r.o.",7500.0,,
"Národní divadlo Brno,",7500.0,,
"ČKD Kutná Hora, a.s.",7500.0,,
KORMAK Praha s.r.o.,7500.0,,
"SKD TRADE, a.s.",7500.0,,
EKOVA ELECTRIC a.s.,7500.0,,
Město Znojmo,7500.0,,
Linet spol. s r.o.,7500.0,,
SYNTHOS Kralupy a.s.,7500.0,,
Inteva Products Czech Republic,7500.0,,
HUTNÍ  PROJEKT Frýdek - Místek,7500.0,,
Muramoto Manufacturing Europe,7500.0,,
PPG Deco Czech a.s.,7500.0,,
"""ETNA"" spol. s r.o.",7500.0,,
Česká republika - Hasičský,7500.0,,
"B  & BC, a. s.",7500.0,,
LT PROJEKT a.s.,7500.0,,
PIIS s.r.o.,7500.0,,
"Vodovody a kanalizace Přerov,",7500.0,,
Festool s.r.o.,7500.0,,
SEOS CZ s.r.o.,7500.0,,
"NEW ELTOM Ostrava, s.r.o.",7500.0,,
PPF Real Estate s.r.o.,7500.0,,
T-Mobile,7500.0,,
PEZ - projekce energetických z,7500.0,,
"Advanced World Transport, a.s.",7500.0,,
Saar Gummi Czech s.r.o.,7222.0,,
"PDQM, s.r.o.",7147.0,,
APEOM s.r.o.,7134.0,,
SAINT-GOBAIN GLASS,7100.0,,
"Pramet Tools, s.r.o.",7100.0,,
KUNSTSTOFF-FRÖHLICH Czech Plas,7049.0,,
ITECO s.r.o.,7000.0,,
"Nemocnice Jablonec nad Nisou,",7000.0,,
"Teplárna Tábor, a.s.",7000.0,,
DONALDSON CZECH REPUBLIC s.r.o,7000.0,,
"Nemocnice Jindřichův Hradec, a",7000.0,,
DIPONT s.r.o.,7000.0,,
Sanmina-SCI Czech Republic s.r,7000.0,,
CIE Praga Louny a.s.,7000.0,,
"ELFE, s.r.o.",7000.0,,
ELEKTROSTAV STRAKONICE s.r.o.,7000.0,,
"Dopravní podnik města Brna, a.",7000.0,,
SOFO Group a.s.,7000.0,,
CORAMEXPORT s.r.o.,7000.0,,
"NSN CS, s.r.o.",7000.0,,
"Shimizu Corporation , organiza",7000.0,,
Dopravní podnik města České,7000.0,,
JABLOTRON ALARMS a.s.,7000.0,,
SSI Schäfer s.r.o.,7000.0,,
"JD Dvořák, s.r.o.",7000.0,,
"Nedcon Bohemia, s.r.o.",7000.0,,
Denso Manufacturing Czech s.r.,7000.0,,
Střední odborné učiliště stave,7000.0,,
Město Písek,7000.0,,
"Nemocnice Břeclav,",7000.0,,
"CPS servis, s.r.o.",7000.0,,
D&M CZ s.r.o.,7000.0,,
Státní pozemkový úřad,7000.0,,
Správa silnic Moravskoslezskéh,7000.0,,
"ThyssenKrupp Ferrosta, spol.",7000.0,,
"Moravskoslezské cukrovary,a.s.",7000.0,,
"CROSS ZLÍN, a.s.",7000.0,,
"CIE Ždánice, s.r.o.",7000.0,,
ISS Facility Services s.r.o.,7000.0,,
SUPORTA s.r.o.,7000.0,,
OFFICE DEPOT s.r.o.,7000.0,,
"NOVÁK&PARTNER,s.r.o.",7000.0,,
ELPIS elektro s.r.o.,7000.0,,
"TOS Svitavy, a.s.",7000.0,,
Dobosa s.r.o.,7000.0,,
Stavební společnost Jaroslav O,7000.0,,
ILD cz. s.r.o.,7000.0,,
Matteo s.r.o.,7000.0,,
Doosan Bobcat Engineering,7000.0,,
Bohemia Müller s.r.o.,7000.0,,
BV elektronik s.r.o.,7000.0,,
Dobler Metallbau s.r.o.,7000.0,,
Stavební firma Šikner spol. s,7000.0,,
"ELMO, a.s.",7000.0,,
"Dystiff, společnost s ručením",7000.0,,
C.H.S. Praha s.r.o.,7000.0,,
Město Dvůr Králové nad Labem,7000.0,,
Blumenbecker Prag s.r.o.,7000.0,,
"DSK plan, spol. s r. o.",7000.0,,
NovaTech Cz s.r.o.,7000.0,,
"Synthon, s.r.o.",7000.0,,
Město Valašské Meziříčí,7000.0,,
Slezská univerzita v Opavě,7000.0,,
SEMMELROCK STEIN+DESIGN Dlažby,7000.0,,
"INVELT SERVIS, s.r.o.",7000.0,,
Centrum pro informace a,7000.0,,
Charvát a.s.,7000.0,,
"Tebodin Czech Republic, s.r.o.",7000.0,,
STELMAR s.r.o.,7000.0,,
MĚSTSKÁ ČÁST PRAHA 7,7000.0,,
"ELKO EP, s.r.o.",7000.0,,
"TOSHULIN, a.s.",7000.0,,
O.K. Projekt s.r.o.,7000.0,,
Intesys BRNO s.r.o.,7000.0,,
Město Český Krumlov,7000.0,,
"Městská nemocnice Ostrava, pří",7000.0,,
Integrovaná střední škola stav,7000.0,,
Silnice Horšovský Týn a. s.,7000.0,,
"HaskoningDHV Czech Republic,",7000.0,,
DuPont CZ s.r.o.,7000.0,,
"CERT-ACO, s.r.o.",7000.0,,
"ELTECO-UPS, s.r.o.",7000.0,,
DEKRA Industrial s.r.o.,7000.0,,
Masarykův onkologický ústav,7000.0,,
Ministerstvo zahraničních věcí,7000.0,,
Master Design s.r.o.,7000.0,,
Sollertia spol. s r.o.,7000.0,,
Cech elektrické,7000.0,,
"Technology Center, s.r.o.",7000.0,,
"Technodat Engineering, s.r.o.",7000.0,,
Solar Turbines EAME s.r.o.,7000.0,,
Město Hranice,7000.0,,
Město Štětí,7000.0,,
Micos spol. s r.o.,7000.0,,
TechnoInspect s.r.o.,7000.0,,
Město Vsetín,7000.0,,
Město Horšovský Týn,7000.0,,
SOREX s.r.o.,7000.0,,
ERA-PACK s.r.o.,7000.0,,
"EMINENT - servis, s.r.o.",7000.0,,
KYTLICA-elektro team s.r.o.,7000.0,,
ERZ Servis Ostrava s.r.o.,7000.0,,
Lloyd Coils Europe s.r.o.,7000.0,,
"Vodovody a kanalizace Břeclav,",7000.0,,
"Vodovody a kanalizace Beroun,",7000.0,,
GEMATEST spol.s r.o.,7000.0,,
"VEOLIA VODA ČESKÁ REPUBLIKA, a",7000.0,,
sruby-dřevostavby s.r.o.,7000.0,,
Parker Hannifin Industrial s.r,7000.0,,
Linde Gas a.s.,7000.0,,
Kostelecké uzeniny a.s.,7000.0,,
"Vodohospodářské stavby, společ",7000.0,,
B. Braun Medical s.r.o.,7000.0,,
Pražská strojírna a. s.,7000.0,,
"VETROPACK MORAVIA GLASS, akcio",7000.0,,
Zemědělské družstvo Mořina,7000.0,,
"ESOKOM, s.r.o.",7000.0,,
"Akzo Nobel Coatings CZ, a.s.",7000.0,,
"LIKO-S, a.s.",7000.0,,
FRIGOMONT a.s.,7000.0,,
Vodovody a kanalizace Havlíčků,7000.0,,
AREA TZB a.s.,7000.0,,
Explosia a.s.,7000.0,,
"H + H TECHNIKA, spol. s r.o.",7000.0,,
ČESKÁ NÁRODNÍ BANKA,7000.0,,
"MEDIN, a.s.",7000.0,,
FIRE PREVENTION s.r.o.,7000.0,,
Koyo Bearings Česká republika,7000.0,,
Ústecký kraj,7000.0,,
AGOS stavební a.s. Pelhřimov,7000.0,,
FAST ČR a.s,7000.0,,
"BAUMÜLLER BRNO, s.r.o.",7000.0,,
PAP PARDUBICE o.p.s.,7000.0,,
Raeder & Falge s.r.o.,7000.0,,
"PRECIOSA - LUSTRY, a.s.",7000.0,,
VAVOSTAV s.r.o.,7000.0,,
"Palivový kombinát Ústí,",7000.0,,
"HENKEL ČR, spol. s r.o.",7000.0,,
ESPO Týniště s.r.o.,7000.0,,
Pento spol.s.r.o.,7000.0,,
ČR-Krajské ředitelství policie,7000.0,,
"VHZ-DIS, spol. s r.o.",7000.0,,
"MESPRO, s.r.o.",7000.0,,
HANTÁLY a.s.,7000.0,,
"Lenka Strnadová, Agentura",7000.0,,
Plastkon product s.r.o.,7000.0,,
ALLTUB CENTRAL EUROPE s.r.o.,7000.0,,
"ALS Czech Republic, s.r.o.",7000.0,,
Oresi s.r.o.,7000.0,,
"ANIK BIT, s.r.o.",7000.0,,
Záchranný útvar HZS ČR,7000.0,,
ALTO SYSTEMS s.r.o.,7000.0,,
RI OKNA a.s.,7000.0,,
"AstenJohnson, s.r.o.",7000.0,,
Kautex Textron Bohemia spol. s,7000.0,,
HARTMANN - RICO a.s.,7000.0,,
"Povodí Moravy, s.p.",7000.0,,
METALIMEX a. s.,7000.0,,
Západomoravská elektromontážní,7000.0,,
ROSTRA s.r.o.,7000.0,,
"LUING, spol. s r.o.",7000.0,,
"Knauf Insulation, spol. s r.o.",7000.0,,
APEL s.r.o.,7000.0,,
oaza - net spol. s r.o.,7000.0,,
KONE a.s.,7000.0,,
VIADRUS a.s.,7000.0,,
Alfmeier CZ s.r.o.,7000.0,,
Obec Horní Lideč,7000.0,,
"interStroj, a.s.",7000.0,,
GLOBAL SERVICES SOLUTIONS,7000.0,,
Lesprojekt Krnov s. r. o.,7000.0,,
KLEMENT a.s.,7000.0,,
"RENOKOV, s.r.o.",7000.0,,
OÚREKO s.r.o.,7000.0,,
GJW Praha spol. s r.o.,7000.0,,
"Verification 4 Systems Ltd., C",7000.0,,
ANTPROFI s.r.o.,7000.0,,
Valeo Compressor Europe s.r.o.,7000.0,,
"Atotech CZ, a.s.",7000.0,,
"GB Consulting, s.r.o.",7000.0,,
AG Elektrocom s.r.o.,7000.0,,
"V.L.K. Elektrosystém, s.r.o.",7000.0,,
Fluokov s.r.o.,7000.0,,
SALTEK s.r.o.,7000.0,,
KOTRBATÝ V.M.Z. spol. s r.o.,7000.0,,
Český telekomunikační úřad,7000.0,,
"UNIREG, spol. s r.o.",7000.0,,
SAFETY PRO s.r.o.,7000.0,,
"Český svářečský ústav, s.r.o.",7000.0,,
MANAG a.s.,7000.0,,
PS projekty spol. s r.o.,7000.0,,
Elpros Praha s.r.o.,7000.0,,
"S.O.K. stavební, s.r.o.",7000.0,,
PRIMAGAS s.r.o.,7000.0,,
UNISVAR CZ s.r.o.,7000.0,,
PATOK a.s.,7000.0,,
MADETA a. s.,7000.0,,
BITUNOVA spol. s r.o.,7000.0,,
"Krodus, s.r.o.",7000.0,,
Česká pojišťovna,7000.0,,
Elektromontáže,7000.0,,
PROVITAS a.s.,7000.0,,
"MCT-RR, spol. s r.o.",7000.0,,
K4 a.s.,7000.0,,
"Trade FIDES, a.s.",7000.0,,
AUSTIS a. s.,7000.0,,
"""AV consulting s.r.o.""",7000.0,,
"Výzkumný ústav maltovin Praha,",7000.0,,
MSV STUDÉNKA s.r.o.,7000.0,,
BTC Group a.s.,7000.0,,
Výzkumný ústav stavebních hmot,7000.0,,
"Výskumný ústav spojov, n. o.",7000.0,,
"Výskumný ústav dopravný, a.s.",7000.0,,
"Šroubárna Turnov, a.s.",7000.0,,
MSS - projekt s.r.o.,7000.0,,
"BROSE CZ, spol. s r.o.",7000.0,,
"MARSH, s.r.o.",7000.0,,
Elektrosochor spol. s r.o.-Šme,7000.0,,
SATEC s.r.o.,7000.0,,
WAREX  spol. s r.o.,7000.0,,
"K.T.S. - MONTÁŽE, s.r.o.",7000.0,,
"BIOSTER, a.s.",7000.0,,
"MPR valves, s.r.o.",7000.0,,
ASSA ABLOY Czech & Slovakia s.,7000.0,,
"KRÁLOVOPOLSKÁ SLÉVÁRNA, s.r.o.",7000.0,,
M+W Process Automation s.r.o.,7000.0,,
"United Energy, a.s.",7000.0,,
"AVT, s.r.o.",7000.0,,
Českomoravská distribuce s.r.o,7000.0,,
Univerzita Palackého v Olomouc,7000.0,,
BERGER BOHEMIA a.s.,7000.0,,
Čermák a Hrachovec a.s.,7000.0,,
European Data Project s.r.o.,7000.0,,
"GREBNER,projektová a inženýrsk",7000.0,,
"Rizzo Associates Czech, a.s.",7000.0,,
"ABEGU, a.s.",7000.0,,
Vyšší policejní škola,7000.0,,
KOPOS KOLÍN a.s,7000.0,,
"Vysoké učení technické v Brně,",7000.0,,
Krajský soud v Ústí nad Labem,7000.0,,
Univerzita Jana Evangelisty PU,7000.0,,
GRUNDFOS s.r.o.,7000.0,,
"Unimetra, spol. s r.o.",7000.0,,
"UNO Praha,spol.s r.o.",7000.0,,
Engel strojírenská  spol. s r.,7000.0,,
OMNICON  s.r.o.,7000.0,,
"ENERGY Ústí nad Labem, a.s.",7000.0,,
GRUPO ANTOLIN TURNOV s.r.o.,7000.0,,
VÚK Panenské Břežany a.s.,7000.0,,
Olomoucký kraj,7000.0,,
HNJ stavební s.r.o.,7000.0,,
BRISK Tábor a. s.,6980.0,,
DGS Druckguss Systeme s.r.o.,6896.0,,
"Rogit, s.r.o.",6580.0,,
KLEIN&BLAŽEK spol. s.r.o.,6550.0,,
ZK - TERMOCHEM s.r.o.,6522.0,,
ANTARES - AZV s.r.o.,6500.0,,
"KRÁLOVOPOLSKÁ, a.s.",6500.0,,
H & D Engineering spol. s r.o.,6500.0,,
COM PLUS CZ a.s.,6500.0,,
ITS BENDA s.r.o.,6500.0,,
"STROJÍRNA OSLAVANY, spol. s r.",6500.0,,
"Geotest,  a.s.",6500.0,,
EKOSYSTEM spol. s r.o.,6500.0,,
Výzkumný ústav pro hnědé uhlí,6500.0,,
ANECT a.s.,6500.0,,
Značky Praha s.r.o.,6500.0,,
"PAVUS, a.s.",6500.0,,
FERAMO METALLUM INTERNATIONAL,6500.0,,
Ingersoll-Rand Services s.r.o.,6500.0,,
"KUBÍČEK VHS, s.r.o.",6500.0,,
"FARMAK, a.s.",6500.0,,
"PKS okna, a.s.",6500.0,,
Electric Powersteering,6500.0,,
ARGO-HYTOS s.r.o.,6500.0,,
GLUMBÍK s.r.o.,6500.0,,
"Montpetrol, spol. s r.o.",6500.0,,
"EGÚ Brno, a.s.",6500.0,,
"TKZ Polná, spol. s r.o.",6500.0,,
"AVEFLOR, a.s.",6500.0,,
"KOMAS, spol. s r.o.",6500.0,,
EVPÚ a.s.,6500.0,,
Město Nymburk,6500.0,,
LBtech a. s.,6500.0,,
Hasičský záchranný sbor Libere,6500.0,,
PSK TUZAR s.r.o.,6500.0,,
Plastic Parts & Technology,6500.0,,
"ALFAPROJEKT OLOMOUC, a.s.",6500.0,,
"Biomedica, spol. s r.o.",6500.0,,
INWIRO s.r.o.,6500.0,,
"ČVUT v Praze, Kloknerův ústav",6500.0,,
"FORTEX - AGS, a.s.",6500.0,,
SIPRAL a.s.,6500.0,,
Smiths Medical Czech Republic,6500.0,,
Bluetech s.r.o.,6500.0,,
Krajské ředitelství policie St,6500.0,,
HURYTA s.r.o.,6500.0,,
"BorsodChem MCHZ, s.r.o.",6500.0,,
"Rittal Czech, s.r.o.",6500.0,,
SDS EXMOST spol. s r.o.,6500.0,,
Plzeňská teplárenská a.s.,6500.0,,
VIN Consult s.r.o.,6500.0,,
ABNER a.s.,6500.0,,
"Sallerova výstavba, spol. s r.",6500.0,,
INELSEV MOTORY a.s.,6500.0,,
MND Drilling & Services a.s.,6500.0,,
"TYCO Electronics Trutnov, s",6500.0,,
"TOS KUŘIM - OS,a.s.",6500.0,,
OK -BE spol. s.r.o.,6500.0,,
LAMAL s.r.o.,6500.0,,
AŽD Praha s.r.o. Zásobovací,6500.0,,
FTZÚ,6500.0,,
"MSV Metal Studénka, a.s.",6500.0,,
HSF System a.s.,6500.0,,
VAE a.s.,6500.0,,
Technické služby BAHOZA s.r.o.,6500.0,,
Národní knihovna ČR,6412.0,,
MINISTERSTVO ŽIVOTNÍHO,6390.0,,
"Linaset, a.s.",6250.0,,
MANN + HUMMEL (CZ) s.r.o.,6250.0,,
INDET SAFETY SYSTEMS a.s.,6250.0,,
"UVP-protikorozní ochrana,s.r.o",6221.0,,
"MATTECH, s.r.o.",6100.0,,
Elektroprof a.s.,6000.0,,
"SPEL - VY, s.r.o.",6000.0,,
"MT STEEL, s.r.o.",6000.0,,
ZPS - FRÉZOVACÍ NÁSTROJE a.s.,6000.0,,
K R E S  spol. s r.o.,6000.0,,
"Agel projekt, s.r.o.",6000.0,,
Bilfinger HSG Technologies,6000.0,,
AGRIS spol. s r.o.,6000.0,,
Výzkumný ústav vodohospodářský,6000.0,,
"SES BOHEMIA ENGINEERING, a.s.",6000.0,,
"HP TRONIC Zlín, spol. s r.o.",6000.0,,
Daikin Device Czech Republic s,6000.0,,
SKS s.r.o.,6000.0,,
AUDISO a.s.,6000.0,,
"MG Odra Gas, spol. s r.o.",6000.0,,
apt Products s.r.o.,6000.0,,
"KLIMAK, s.r.o.",6000.0,,
Montáže Přerov a.s.,6000.0,,
Střední odborná škola a Středn,6000.0,,
METAZ Týnec a.s.,6000.0,,
VODÁRNA PLZEŇ a.s.,6000.0,,
fischer international s.r.o.,6000.0,,
TIVZ s.r.o.,6000.0,,
Oktherm s.r.o.,6000.0,,
SINGS projekční ateliér,6000.0,,
"Avia Propeller, s.r.o.",6000.0,,
magnet.works s.r.o.,5908.0,,
"HOBES, spol. s r. o.",5819.0,,
"ifm electronic, spol. s r.o.",5750.0,,
OBALOVÝ INSTITUT SYBA s.r.o.,5674.0,,
H+V VMD Grygov s.r.o.,5521.0,,
"Galvena, s.r.o.",5500.0,,
ALSTON spol. s r.o.,5500.0,,
"DELIMAX, a.s.",5500.0,,
"KPM elektro, s.r.o.",5500.0,,
Festo Production s.r.o.,5500.0,,
"PSJ, a.s.",5500.0,,
DTZ Liberec s.r.o.,5500.0,,
"Flextronics Design,s.r.o.",5500.0,,
"Slévárny Třinec, a.s.",5500.0,,
Slévárna a modelárna Nové,5500.0,,
Pars Komponenty s.r.o.,5500.0,,
bss BÁŇSKÁ STAVEBNÍ SPOLEČNOST,5500.0,,
Semperflex Optimit s.r.o.,5500.0,,
"GIGA, spol. s r.o.",5500.0,,
GAMA GROUP a.s.,5500.0,,
"QUANTUM,a.s.",5500.0,,
"Siemens Convergence Creators,",5500.0,,
Město Kuřim,5500.0,,
ISH PUMPS OLOMOUC a.s.,5500.0,,
Štěrkovny Olomouc a.s.,5500.0,,
ALUPROF SYSTEM CZECH s.r.o.,5500.0,,
"Stráský, Hustý a partneři",5500.0,,
SV metal spol. s r.o.,5500.0,,
PROJEKT servis  spol. s r.o.,5500.0,,
NOARK Electric Europe s.r.o.,5500.0,,
Designtec s.r.o.,5500.0,,
SWISSFORM a. s.,5500.0,,
"FOBOZ 97, s.r.o.",5500.0,,
"STOMIX, spol. s r. o.",5500.0,,
"PRAKAB PRAŽSKÁ KABELOVNA, s.r.",5500.0,,
"PPP,s.r.o.",5500.0,,
"Pacovské strojírny, akciová",5500.0,,
DISTEP a.s.,5500.0,,
PORFIX CZ a.s.,5500.0,,
Střední průmyslová škola polyt,5500.0,,
Město Přelouč,5500.0,,
"Druchema, družstvo pro",5500.0,,
"PBS INDUSTRY,a.s.",5500.0,,
"KonekTel, a.s.",5500.0,,
FENIX s.r.o.,5500.0,,
FORTE s.r.o.,5500.0,,
proseat Mladá Boleslav s.r.o.,5500.0,,
ZVI a.s.,5500.0,,
"Statutární město Brno,",5500.0,,
"Dura-Line CT, s. r. o.",5500.0,,
PYRONOVA IS s.r.o.,5500.0,,
"ARROW International CR, a.s.",5500.0,,
DOPRAVOPROJEKT Ostrava spol.,5500.0,,
PLATIT a.s.,5500.0,,
INTER ART PROJEKT s.r.o.,5500.0,,
ČKD ELEKTROTECHNIKA a.s.,5500.0,,
ČKD MOBILNÍ JEŘÁBY a.s.,5500.0,,
"Projekce PSB,a.s.",5500.0,,
in PROJEKT LOUNY ENGINEERING s,5500.0,,
ZAPA beton a.s.,5500.0,,
Stavební bytové družstvo Praha,5500.0,,
ALFEKO s.r.o.,5500.0,,
E.ON Trend s.r.o.,5500.0,,
Státní zdravotní ústav,5500.0,,
Schäfer - Sudex s.r.o.,5500.0,,
